"","Sampleid","Purity","Ploidy","Sex","Contamination","Flagged","Failed","Curated","Comment"
"109","a9ba333238fc591a96b708691b30b1bd_gdc_realn",0.85,1.86519413659219,"FALSE",0.00765069662080835,TRUE,FALSE,FALSE,"POOR GOF (79.5%);NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"110","X384a6199ad18aa6909f0acb046378fe4_gdc_realn",0.79,2.70137731216183,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"111","bd56394232fec356955c8ca9af3312bb_gdc_realn",0.65,3.43547250480775,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"112","e62a28fba1fde547e2ef054bd2495963_gdc_realn",0.86,1.90053331437266,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"113","db4809d055133e7aa4724aaa2071e506_gdc_realn",0.67,2.25151673858969,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"114","d71f78ca41167d7c51c524880e41b3bf_gdc_realn",0.74,1.8459784971674,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"115","X2873c83dd435a87c79257d7eaf195a82_gdc_realn",0.55,1.71626717668236,"FALSE",0,TRUE,FALSE,FALSE,"EXCESSIVE LOH;NOISY SEGMENTATION"
"116","X0990c957ceeb586f6f4087ef436993c0_gdc_realn",0.89,3.22360638243408,"Coverage: F VCF: M",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"117","c79eb98773af8396d6eaa8a682124799_gdc_realn",0.44,4.12929444536987,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"118","X9224bd66dc0dd16ebb5ee431e4684171_gdc_realn",0.85,1.88679520979456,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"119","X39b3d13a740c152f1cd71e35b907dfcf_gdc_realn",0.71,2.71839805329147,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"120","X6b78fdb4a3d6dfa6fcb495275f211ad0_gdc_realn",0.77,1.79205778836109,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"121","b4b48c38a71298e58dc1ef2fb99dba6d_gdc_realn",0.43,4.30948836166271,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"122","X728d1fb15a1d2e731ef1dd567cadfeb1_gdc_realn",0.6,3.33469108460599,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"123","ad1e9a14f8c529208b69b064a3965107_gdc_realn",0.41,2.78272306581923,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"124","ad4306bdc434ec2ae1c4c564cdba427b_gdc_realn",0.51,4.21796226500117,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"125","X2e75f5ce361f222eea9bf4623b9671dd_gdc_realn",0.78,3.37917196134509,"FALSE",0.000111773939757007,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
